order_id,reseller_id,category,product_name,quantity,unit_price,order_date,month,status
ORD00276,RS021,Home & Kitchen,Home & Kitchen Item 655,1,675.38,2026-04-19,April,Delivered
ORD00277,RS001,Kids Wear,Kids Wear Item 825,1,656.66,2026-04-10,April,Delivered
ORD00278,RS022,Western Wear,Western Wear Item 496,2,779.87,2026-04-06,April,Delivered
ORD00279,RS015,Western Wear,Western Wear Item 882,1,925.33,2026-04-23,April,Delivered
ORD00280,RS012,Beauty & Personal Care,Beauty & Personal Care Item 248,1,234.0,2026-04-18,April,Delivered
ORD00281,RS015,Ethnic Wear,Ethnic Wear Item 394,1,893.56,2026-04-02,April,Delivered
ORD00282,RS020,Western Wear,Western Wear Item 592,3,1263.55,2026-04-27,April,Delivered
ORD00283,RS011,Ethnic Wear,Ethnic Wear Item 316,4,574.28,2026-04-15,April,Delivered
ORD00284,RS016,Ethnic Wear,Ethnic Wear Item 362,1,1438.76,2026-04-08,April,Delivered
ORD00285,RS002,Ethnic Wear,Ethnic Wear Item 293,3,943.38,2026-04-21,April,Delivered
ORD00286,RS018,Ethnic Wear,Ethnic Wear Item 783,1,517.25,2026-04-09,April,Returned
ORD00287,RS013,Western Wear,Western Wear Item 296,2,729.55,2026-04-07,April,Delivered
ORD00288,RS003,Western Wear,Western Wear Item 697,1,776.84,2026-04-27,April,Pending
ORD00289,RS020,Ethnic Wear,Ethnic Wear Item 572,1,1471.59,2026-04-26,April,Pending
ORD00290,RS012,Home & Kitchen,Home & Kitchen Item 40,1,557.3,2026-04-17,April,Delivered
ORD00291,RS005,Home & Kitchen,Home & Kitchen Item 528,1,1646.14,2026-04-05,April,Delivered
ORD00292,RS005,Western Wear,Western Wear Item 307,1,931.41,2026-04-20,April,Returned
ORD00293,RS019,Western Wear,Western Wear Item 487,1,1135.87,2026-04-23,April,Delivered
ORD00294,RS001,Western Wear,Western Wear Item 921,4,989.12,2026-04-19,April,Delivered
ORD00295,RS023,Kids Wear,Kids Wear Item 795,1,636.99,2026-04-21,April,Returned
ORD00296,RS019,Kids Wear,Kids Wear Item 739,2,717.91,2026-04-06,April,Delivered
ORD00297,RS020,Home & Kitchen,Home & Kitchen Item 971,3,883.34,2026-04-08,April,Delivered
ORD00298,RS023,Ethnic Wear,Ethnic Wear Item 209,1,419.83,2026-04-05,April,Delivered
ORD00299,RS014,Kids Wear,Kids Wear Item 64,1,646.46,2026-04-28,April,Returned
ORD00300,RS023,Ethnic Wear,Ethnic Wear Item 386,1,627.08,2026-04-22,April,Delivered
ORD00301,RS011,Beauty & Personal Care,Beauty & Personal Care Item 791,1,447.78,2026-05-18,May,Delivered
ORD00302,RS022,Kids Wear,Kids Wear Item 286,2,699.65,2026-05-07,May,Pending
ORD00303,RS018,Ethnic Wear,Ethnic Wear Item 213,4,1434.63,2026-05-25,May,Delivered
ORD00304,RS023,Home & Kitchen,Home & Kitchen Item 739,1,769.67,2026-05-30,May,Cancelled
ORD00305,RS009,Ethnic Wear,Ethnic Wear Item 839,1,1029.82,2026-05-29,May,Pending
ORD00306,RS012,Beauty & Personal Care,Beauty & Personal Care Item 81,1,672.0,2026-05-10,May,Pending
ORD00307,RS012,Beauty & Personal Care,Beauty & Personal Care Item 552,2,575.38,2026-05-07,May,Delivered
ORD00308,RS009,Beauty & Personal Care,Beauty & Personal Care Item 246,1,601.51,2026-05-20,May,Returned
ORD00309,RS008,Ethnic Wear,Ethnic Wear Item 424,1,1394.7,2026-05-08,May,Delivered
ORD00310,RS011,Home & Kitchen,Home & Kitchen Item 952,2,379.98,2026-05-01,May,Pending
ORD00311,RS006,Western Wear,Western Wear Item 775,3,1237.28,2026-05-16,May,Delivered
ORD00312,RS010,Ethnic Wear,Ethnic Wear Item 238,3,1109.49,2026-05-03,May,Delivered
ORD00313,RS018,Home & Kitchen,Home & Kitchen Item 904,1,1729.6,2026-05-30,May,Delivered
ORD00314,RS006,Beauty & Personal Care,Beauty & Personal Care Item 960,3,172.62,2026-05-26,May,Delivered
ORD00315,RS010,Beauty & Personal Care,Beauty & Personal Care Item 344,2,155.02,2026-05-04,May,Cancelled
ORD00316,RS010,Western Wear,Western Wear Item 872,1,958.25,2026-05-29,May,Cancelled
ORD00317,RS017,Western Wear,Western Wear Item 664,1,532.17,2026-05-06,May,Returned
ORD00318,RS009,Home & Kitchen,Home & Kitchen Item 776,1,224.35,2026-05-10,May,Delivered
ORD00319,RS007,Ethnic Wear,Ethnic Wear Item 336,3,1340.76,2026-05-27,May,Delivered
ORD00320,RS003,Western Wear,Western Wear Item 255,4,439.62,2026-05-16,May,Delivered
ORD00321,RS001,Ethnic Wear,Ethnic Wear Item 597,2,658.07,2026-05-31,May,Delivered
ORD00322,RS019,Ethnic Wear,Ethnic Wear Item 477,2,1118.05,2026-05-02,May,Delivered
ORD00323,RS010,Ethnic Wear,Ethnic Wear Item 319,3,1153.68,2026-05-29,May,Returned
ORD00324,RS023,Ethnic Wear,Ethnic Wear Item 981,1,1406.74,2026-05-20,May,Delivered
ORD00325,RS005,Western Wear,Western Wear Item 563,4,781.23,2026-05-12,May,Delivered
ORD00326,RS016,Home & Kitchen,Home & Kitchen Item 773,3,1642.59,2026-05-25,May,Delivered
ORD00327,RS020,Beauty & Personal Care,Beauty & Personal Care Item 940,1,202.22,2026-05-23,May,Delivered
ORD00328,RS019,Ethnic Wear,Ethnic Wear Item 154,3,1310.65,2026-05-07,May,Delivered
ORD00329,RS006,Ethnic Wear,Ethnic Wear Item 501,1,971.38,2026-05-07,May,Returned
ORD00330,RS003,Beauty & Personal Care,Beauty & Personal Care Item 468,1,438.56,2026-05-05,May,Delivered
ORD00331,RS019,Ethnic Wear,Ethnic Wear Item 261,3,907.62,2026-05-24,May,Delivered
ORD00332,RS001,Home & Kitchen,Home & Kitchen Item 555,1,1239.96,2026-05-12,May,Returned
ORD00333,RS002,Beauty & Personal Care,Beauty & Personal Care Item 185,4,193.86,2026-05-02,May,Delivered
ORD00334,RS005,Home & Kitchen,Home & Kitchen Item 913,2,1960.0,2026-05-14,May,Delivered
ORD00335,RS013,Western Wear,Western Wear Item 678,1,1220.26,2026-05-03,May,Delivered
ORD00336,RS018,Ethnic Wear,Ethnic Wear Item 131,1,1345.32,2026-05-18,May,Delivered
ORD00337,RS008,Home & Kitchen,Home & Kitchen Item 558,4,1560.12,2026-05-15,May,Delivered
ORD00338,RS014,Western Wear,Western Wear Item 194,1,1131.19,2026-05-12,May,Delivered
ORD00339,RS004,Ethnic Wear,Ethnic Wear Item 17,2,1125.22,2026-05-30,May,Cancelled
ORD00340,RS008,Ethnic Wear,Ethnic Wear Item 894,1,509.99,2026-05-20,May,Delivered
ORD00341,RS002,Ethnic Wear,Ethnic Wear Item 885,1,447.66,2026-05-18,May,Delivered
ORD00342,RS002,Ethnic Wear,Ethnic Wear Item 327,1,1491.83,2026-05-30,May,Returned
ORD00343,RS019,Kids Wear,Kids Wear Item 677,1,686.15,2026-05-10,May,Cancelled
ORD00344,RS017,Ethnic Wear,Ethnic Wear Item 753,1,729.55,2026-05-31,May,Delivered
ORD00345,RS006,Kids Wear,Kids Wear Item 688,1,526.68,2026-05-12,May,Cancelled
ORD00346,RS013,Home & Kitchen,Home & Kitchen Item 189,1,772.72,2026-05-05,May,Delivered
ORD00347,RS018,Western Wear,Western Wear Item 475,1,1155.87,2026-05-23,May,Delivered
ORD00348,RS002,Kids Wear,Kids Wear Item 262,2,878.06,2026-05-05,May,Delivered
ORD00349,RS007,Ethnic Wear,Ethnic Wear Item 742,1,485.98,2026-05-12,May,Delivered
ORD00350,RS007,Ethnic Wear,Ethnic Wear Item 193,2,813.88,2026-05-02,May,Cancelled
ORD00351,RS019,Home & Kitchen,Home & Kitchen Item 311,1,1204.93,2026-05-28,May,Cancelled
ORD00352,RS001,Ethnic Wear,Ethnic Wear Item 491,2,608.03,2026-05-24,May,Pending
ORD00353,RS008,Kids Wear,Kids Wear Item 795,1,706.45,2026-05-08,May,Delivered
ORD00354,RS010,Western Wear,Western Wear Item 904,1,855.97,2026-05-09,May,Delivered
ORD00355,RS016,Western Wear,Western Wear Item 937,2,1111.68,2026-05-25,May,Returned
ORD00356,RS007,Western Wear,Western Wear Item 17,2,742.23,2026-05-08,May,Returned
ORD00357,RS009,Kids Wear,Kids Wear Item 338,2,628.62,2026-05-10,May,Delivered
ORD00358,RS008,Western Wear,Western Wear Item 346,1,1140.69,2026-05-21,May,Cancelled
ORD00359,RS009,Home & Kitchen,Home & Kitchen Item 173,2,1078.52,2026-05-24,May,Delivered
ORD00360,RS012,Ethnic Wear,Ethnic Wear Item 658,1,1191.34,2026-05-30,May,Cancelled
ORD00361,RS002,Western Wear,Western Wear Item 783,1,1146.12,2026-05-27,May,Delivered
ORD00362,RS001,Western Wear,Western Wear Item 224,1,1149.42,2026-05-23,May,Delivered
ORD00363,RS017,Western Wear,Western Wear Item 495,2,406.43,2026-05-30,May,Delivered
ORD00364,RS022,Western Wear,Western Wear Item 740,2,355.28,2026-05-01,May,Delivered
ORD00365,RS009,Western Wear,Western Wear Item 826,1,621.35,2026-05-23,May,Delivered
ORD00366,RS006,Ethnic Wear,Ethnic Wear Item 259,1,504.95,2026-05-07,May,Delivered
ORD00367,RS012,Ethnic Wear,Ethnic Wear Item 250,1,835.59,2026-05-13,May,Delivered
ORD00368,RS023,Ethnic Wear,Ethnic Wear Item 666,3,1151.45,2026-05-21,May,Pending
ORD00369,RS002,Ethnic Wear,Ethnic Wear Item 720,2,816.19,2026-05-02,May,Delivered
ORD00370,RS006,Ethnic Wear,Ethnic Wear Item 879,2,1328.86,2026-05-11,May,Delivered
ORD00371,RS004,Beauty & Personal Care,Beauty & Personal Care Item 909,1,746.45,2026-05-29,May,Cancelled
ORD00372,RS019,Western Wear,Western Wear Item 557,1,393.23,2026-05-30,May,Delivered
ORD00373,RS019,Kids Wear,Kids Wear Item 602,3,365.58,2026-05-01,May,Pending
ORD00374,RS005,Home & Kitchen,Home & Kitchen Item 578,1,1481.88,2026-05-03,May,Delivered
ORD00375,RS008,Kids Wear,Kids Wear Item 774,2,801.14,2026-05-18,May,Delivered
ORD00376,RS005,Home & Kitchen,Home & Kitchen Item 55,1,1439.76,2026-05-24,May,Pending
ORD00377,RS004,Western Wear,Western Wear Item 610,1,1145.74,2026-05-25,May,Delivered
ORD00378,RS013,Beauty & Personal Care,Beauty & Personal Care Item 503,2,361.14,2026-05-26,May,Pending
ORD00379,RS008,Western Wear,Western Wear Item 390,1,1243.09,2026-05-22,May,Delivered
ORD00380,RS003,Home & Kitchen,Home & Kitchen Item 158,1,730.68,2026-05-03,May,Delivered
ORD00381,RS013,Home & Kitchen,Home & Kitchen Item 94,2,1340.02,2026-05-11,May,Delivered
ORD00382,RS001,Beauty & Personal Care,Beauty & Personal Care Item 192,2,438.08,2026-05-04,May,Delivered
ORD00383,RS014,Western Wear,Western Wear Item 568,1,876.0,2026-05-01,May,Delivered
ORD00384,RS003,Kids Wear,Kids Wear Item 398,3,758.89,2026-05-01,May,Delivered
ORD00385,RS003,Home & Kitchen,Home & Kitchen Item 174,4,1206.17,2026-05-08,May,Delivered
ORD00386,RS022,Western Wear,Western Wear Item 172,1,480.9,2026-05-16,May,Delivered
ORD00387,RS014,Ethnic Wear,Ethnic Wear Item 253,2,728.73,2026-05-12,May,Delivered
ORD00388,RS021,Western Wear,Western Wear Item 972,1,934.84,2026-05-05,May,Delivered
ORD00389,RS013,Ethnic Wear,Ethnic Wear Item 441,3,1081.21,2026-05-11,May,Delivered
ORD00390,RS021,Beauty & Personal Care,Beauty & Personal Care Item 491,1,237.48,2026-05-31,May,Delivered
ORD00391,RS011,Ethnic Wear,Ethnic Wear Item 503,1,837.06,2026-05-24,May,Delivered
ORD00392,RS019,Home & Kitchen,Home & Kitchen Item 117,1,785.6,2026-05-26,May,Delivered
ORD00393,RS019,Ethnic Wear,Ethnic Wear Item 976,1,1495.99,2026-05-25,May,Delivered
ORD00394,RS015,Beauty & Personal Care,Beauty & Personal Care Item 839,2,285.27,2026-05-27,May,Delivered
ORD00395,RS014,Kids Wear,Kids Wear Item 733,1,339.47,2026-05-09,May,Delivered
ORD00396,RS014,Home & Kitchen,Home & Kitchen Item 548,4,332.14,2026-05-16,May,Delivered
ORD00397,RS017,Beauty & Personal Care,Beauty & Personal Care Item 369,1,714.26,2026-05-02,May,Returned
ORD00398,RS023,Beauty & Personal Care,Beauty & Personal Care Item 255,2,497.99,2026-05-03,May,Delivered
ORD00399,RS022,Kids Wear,Kids Wear Item 694,2,357.12,2026-05-19,May,Pending
ORD00400,RS021,Western Wear,Western Wear Item 101,4,1064.05,2026-05-14,May,Delivered
ORD00401,RS009,Ethnic Wear,Ethnic Wear Item 457,2,1220.54,2026-05-23,May,Delivered
ORD00402,RS012,Western Wear,Western Wear Item 26,2,1082.73,2026-05-17,May,Delivered
ORD00403,RS016,Ethnic Wear,Ethnic Wear Item 748,4,856.57,2026-05-04,May,Returned
ORD00404,RS005,Western Wear,Western Wear Item 488,2,674.91,2026-05-17,May,Delivered
ORD00405,RS004,Western Wear,Western Wear Item 728,1,1010.93,2026-05-10,May,Delivered
ORD00406,RS004,Ethnic Wear,Ethnic Wear Item 759,1,776.39,2026-05-26,May,Delivered
ORD00407,RS008,Western Wear,Western Wear Item 238,1,873.31,2026-05-14,May,Pending
ORD00408,RS013,Kids Wear,Kids Wear Item 629,2,370.15,2026-05-13,May,Delivered
ORD00409,RS007,Western Wear,Western Wear Item 771,1,757.08,2026-05-07,May,Delivered
ORD00410,RS023,Home & Kitchen,Home & Kitchen Item 375,1,311.61,2026-05-28,May,Delivered
ORD00411,RS011,Ethnic Wear,Ethnic Wear Item 655,2,524.35,2026-05-16,May,Delivered
ORD00412,RS011,Kids Wear,Kids Wear Item 469,2,646.35,2026-05-12,May,Delivered
ORD00413,RS020,Ethnic Wear,Ethnic Wear Item 87,3,1139.95,2026-05-30,May,Delivered
ORD00414,RS022,Ethnic Wear,Ethnic Wear Item 145,1,528.65,2026-05-06,May,Delivered
ORD00415,RS017,Western Wear,Western Wear Item 651,2,915.6,2026-05-14,May,Delivered
ORD00416,RS018,Kids Wear,Kids Wear Item 296,4,668.42,2026-05-18,May,Delivered
ORD00417,RS005,Ethnic Wear,Ethnic Wear Item 10,2,1325.18,2026-05-28,May,Delivered
ORD00418,RS016,Ethnic Wear,Ethnic Wear Item 419,4,1295.74,2026-05-17,May,Delivered
ORD00419,RS022,Western Wear,Western Wear Item 32,1,1023.64,2026-05-06,May,Delivered
ORD00420,RS008,Ethnic Wear,Ethnic Wear Item 580,1,701.34,2026-05-06,May,Returned
ORD00421,RS016,Kids Wear,Kids Wear Item 376,1,322.59,2026-05-25,May,Delivered
ORD00422,RS018,Home & Kitchen,Home & Kitchen Item 436,2,273.9,2026-05-18,May,Delivered
ORD00423,RS004,Home & Kitchen,Home & Kitchen Item 461,1,1375.61,2026-05-28,May,Pending
ORD00424,RS009,Western Wear,Western Wear Item 243,1,1124.89,2026-05-04,May,Returned
ORD00425,RS007,Home & Kitchen,Home & Kitchen Item 439,1,1257.26,2026-05-23,May,Delivered
ORD00426,RS006,Kids Wear,Kids Wear Item 360,3,759.15,2026-05-26,May,Delivered
ORD00427,RS018,Ethnic Wear,Ethnic Wear Item 587,1,991.65,2026-05-23,May,Delivered
ORD00428,RS009,Beauty & Personal Care,Beauty & Personal Care Item 986,3,483.37,2026-05-27,May,Delivered
ORD00429,RS014,Beauty & Personal Care,Beauty & Personal Care Item 136,3,794.12,2026-05-05,May,Returned
ORD00430,RS008,Ethnic Wear,Ethnic Wear Item 502,1,753.31,2026-05-27,May,Delivered
ORD00431,RS005,Kids Wear,Kids Wear Item 814,1,423.67,2026-05-15,May,Delivered
ORD00432,RS003,Western Wear,Western Wear Item 974,2,1061.31,2026-05-29,May,Delivered
ORD00433,RS016,Ethnic Wear,Ethnic Wear Item 996,2,401.72,2026-05-24,May,Delivered
ORD00434,RS015,Kids Wear,Kids Wear Item 224,3,702.24,2026-05-26,May,Delivered
ORD00435,RS014,Home & Kitchen,Home & Kitchen Item 592,1,1089.49,2026-05-10,May,Delivered
ORD00436,RS005,Kids Wear,Kids Wear Item 48,1,564.47,2026-05-22,May,Returned
ORD00437,RS004,Kids Wear,Kids Wear Item 452,1,792.86,2026-05-30,May,Cancelled
ORD00438,RS015,Ethnic Wear,Ethnic Wear Item 904,1,1452.83,2026-05-23,May,Cancelled
ORD00439,RS021,Ethnic Wear,Ethnic Wear Item 257,3,1360.87,2026-05-03,May,Delivered
ORD00440,RS003,Western Wear,Western Wear Item 744,1,1207.61,2026-05-13,May,Delivered
ORD00441,RS023,Home & Kitchen,Home & Kitchen Item 489,1,971.62,2026-05-04,May,Delivered
ORD00442,RS003,Ethnic Wear,Ethnic Wear Item 352,2,647.81,2026-05-01,May,Delivered
ORD00443,RS004,Beauty & Personal Care,Beauty & Personal Care Item 92,1,423.5,2026-05-03,May,Delivered
ORD00444,RS004,Ethnic Wear,Ethnic Wear Item 772,1,803.32,2026-05-13,May,Returned
ORD00445,RS005,Kids Wear,Kids Wear Item 666,1,689.14,2026-05-19,May,Delivered
ORD00446,RS006,Western Wear,Western Wear Item 631,2,1035.31,2026-05-05,May,Cancelled
ORD00447,RS022,Western Wear,Western Wear Item 604,3,555.38,2026-05-05,May,Returned
ORD00448,RS013,Western Wear,Western Wear Item 87,2,756.92,2026-05-08,May,Delivered
ORD00449,RS008,Kids Wear,Kids Wear Item 28,2,639.01,2026-05-25,May,Cancelled
ORD00450,RS022,Beauty & Personal Care,Beauty & Personal Care Item 303,2,282.54,2026-05-07,May,Returned
ORD00451,RS021,Ethnic Wear,Ethnic Wear Item 247,4,1386.7,2026-05-16,May,Delivered
ORD00452,RS016,Kids Wear,Kids Wear Item 957,3,295.16,2026-05-01,May,Pending
ORD00453,RS011,Ethnic Wear,Ethnic Wear Item 177,2,1345.9,2026-05-12,May,Delivered
ORD00454,RS016,Beauty & Personal Care,Beauty & Personal Care Item 221,1,649.74,2026-05-03,May,Delivered
ORD00455,RS002,Beauty & Personal Care,Beauty & Personal Care Item 514,1,765.64,2026-05-10,May,Delivered
ORD00456,RS014,Western Wear,Western Wear Item 285,2,731.16,2026-05-18,May,Delivered
ORD00457,RS003,Ethnic Wear,Ethnic Wear Item 335,1,961.44,2026-05-26,May,Delivered
ORD00458,RS013,Kids Wear,Kids Wear Item 716,2,745.1,2026-05-21,May,Delivered
ORD00459,RS014,Home & Kitchen,Home & Kitchen Item 119,1,1722.64,2026-05-03,May,Cancelled
ORD00460,RS015,Kids Wear,Kids Wear Item 123,2,284.77,2026-05-22,May,Returned
ORD00461,RS001,Home & Kitchen,Home & Kitchen Item 530,1,1461.7,2026-05-31,May,Delivered
ORD00462,RS009,Ethnic Wear,Ethnic Wear Item 121,2,538.62,2026-05-09,May,Returned
ORD00463,RS001,Ethnic Wear,Ethnic Wear Item 591,1,871.26,2026-05-09,May,Returned
ORD00464,RS021,Ethnic Wear,Ethnic Wear Item 171,1,899.72,2026-05-16,May,Cancelled
ORD00465,RS012,Ethnic Wear,Ethnic Wear Item 234,3,1249.66,2026-05-22,May,Returned
ORD00466,RS017,Ethnic Wear,Ethnic Wear Item 393,1,1343.56,2026-05-02,May,Delivered
ORD00467,RS005,Ethnic Wear,Ethnic Wear Item 759,1,1455.38,2026-05-26,May,Cancelled
ORD00468,RS021,Western Wear,Western Wear Item 846,1,654.71,2026-05-24,May,Delivered
ORD00469,RS003,Kids Wear,Kids Wear Item 824,2,326.61,2026-05-02,May,Delivered
ORD00470,RS017,Beauty & Personal Care,Beauty & Personal Care Item 793,1,769.15,2026-05-15,May,Cancelled
ORD00471,RS010,Ethnic Wear,Ethnic Wear Item 804,1,1007.4,2026-05-07,May,Delivered
ORD00472,RS010,Home & Kitchen,Home & Kitchen Item 795,1,635.65,2026-05-16,May,Pending
ORD00473,RS007,Home & Kitchen,Home & Kitchen Item 420,2,1182.81,2026-05-05,May,Delivered
ORD00474,RS001,Ethnic Wear,Ethnic Wear Item 344,3,780.07,2026-05-29,May,Delivered
ORD00475,RS001,Home & Kitchen,Home & Kitchen Item 543,2,876.29,2026-05-10,May,Delivered
ORD00476,RS008,Western Wear,Western Wear Item 96,4,1262.13,2026-05-05,May,Returned
ORD00477,RS002,Beauty & Personal Care,Beauty & Personal Care Item 470,1,732.24,2026-05-23,May,Cancelled
ORD00478,RS003,Kids Wear,Kids Wear Item 582,2,577.53,2026-05-13,May,Delivered
ORD00479,RS002,Western Wear,Western Wear Item 949,1,1265.01,2026-05-09,May,Cancelled
ORD00480,RS013,Home & Kitchen,Home & Kitchen Item 967,1,1522.64,2026-05-09,May,Delivered
ORD00481,RS007,Ethnic Wear,Ethnic Wear Item 478,1,1246.16,2026-05-04,May,Delivered
ORD00482,RS011,Western Wear,Western Wear Item 475,4,858.13,2026-05-07,May,Delivered
ORD00483,RS009,Beauty & Personal Care,Beauty & Personal Care Item 714,3,207.77,2026-05-10,May,Returned
ORD00484,RS020,Ethnic Wear,Ethnic Wear Item 992,1,1318.52,2026-05-03,May,Returned
ORD00485,RS012,Western Wear,Western Wear Item 32,1,395.5,2026-05-27,May,Pending
ORD00486,RS013,Beauty & Personal Care,Beauty & Personal Care Item 824,2,510.37,2026-05-04,May,Delivered
ORD00487,RS005,Ethnic Wear,Ethnic Wear Item 844,2,466.84,2026-05-08,May,Delivered
ORD00488,RS013,Western Wear,Western Wear Item 940,2,947.78,2026-05-19,May,Delivered
ORD00489,RS003,Ethnic Wear,Ethnic Wear Item 95,3,469.92,2026-05-15,May,Returned
ORD00490,RS011,Ethnic Wear,Ethnic Wear Item 842,1,1435.51,2026-05-30,May,Delivered
ORD00491,RS013,Western Wear,Western Wear Item 192,1,712.59,2026-05-12,May,Delivered
ORD00492,RS009,Ethnic Wear,Ethnic Wear Item 663,1,1370.77,2026-05-20,May,Delivered
ORD00493,RS010,Western Wear,Western Wear Item 141,1,1187.64,2026-05-03,May,Delivered
ORD00494,RS014,Ethnic Wear,Ethnic Wear Item 557,1,1372.12,2026-05-21,May,Pending
ORD00495,RS001,Beauty & Personal Care,Beauty & Personal Care Item 353,1,657.25,2026-05-18,May,Returned
ORD00496,RS019,Western Wear,Western Wear Item 31,1,717.96,2026-05-11,May,Delivered
ORD00497,RS009,Ethnic Wear,Ethnic Wear Item 239,1,1489.68,2026-05-25,May,Delivered
ORD00498,RS006,Ethnic Wear,Ethnic Wear Item 755,1,1121.55,2026-05-27,May,Returned
ORD00499,RS002,Home & Kitchen,Home & Kitchen Item 958,2,1905.04,2026-05-26,May,Delivered
ORD00500,RS006,Ethnic Wear,Ethnic Wear Item 606,3,1050.77,2026-05-23,May,Delivered
ORD00501,RS001,Home & Kitchen,Home & Kitchen Item 193,2,832.03,2026-05-05,May,Delivered
ORD00502,RS016,Kids Wear,Kids Wear Item 225,1,363.11,2026-05-02,May,Delivered
ORD00503,RS001,Western Wear,Western Wear Item 349,3,349.65,2026-05-07,May,Returned
ORD00504,RS023,Ethnic Wear,Ethnic Wear Item 601,3,1281.67,2026-05-02,May,Delivered
ORD00505,RS023,Beauty & Personal Care,Beauty & Personal Care Item 75,3,652.34,2026-05-28,May,Delivered
ORD00506,RS012,Home & Kitchen,Home & Kitchen Item 140,2,1390.85,2026-05-11,May,Delivered
ORD00507,RS006,Home & Kitchen,Home & Kitchen Item 179,2,985.36,2026-05-16,May,Delivered
ORD00508,RS023,Beauty & Personal Care,Beauty & Personal Care Item 682,3,599.81,2026-05-26,May,Delivered
ORD00509,RS019,Home & Kitchen,Home & Kitchen Item 747,2,880.09,2026-05-10,May,Delivered
ORD00510,RS001,Beauty & Personal Care,Beauty & Personal Care Item 34,1,765.65,2026-05-25,May,Pending
ORD00511,RS006,Kids Wear,Kids Wear Item 107,4,847.67,2026-05-08,May,Delivered
ORD00512,RS016,Ethnic Wear,Ethnic Wear Item 907,1,1218.88,2026-05-11,May,Delivered
ORD00513,RS003,Home & Kitchen,Home & Kitchen Item 272,2,1405.04,2026-05-11,May,Delivered
ORD00514,RS007,Ethnic Wear,Ethnic Wear Item 50,1,473.57,2026-05-04,May,Returned
ORD00515,RS013,Western Wear,Western Wear Item 388,1,747.67,2026-05-14,May,Delivered
ORD00516,RS012,Kids Wear,Kids Wear Item 777,1,314.93,2026-05-28,May,Delivered
ORD00517,RS022,Ethnic Wear,Ethnic Wear Item 327,2,895.42,2026-05-02,May,Delivered
ORD00518,RS009,Beauty & Personal Care,Beauty & Personal Care Item 77,1,197.23,2026-05-13,May,Delivered
ORD00519,RS018,Beauty & Personal Care,Beauty & Personal Care Item 722,1,784.73,2026-05-20,May,Cancelled
ORD00520,RS001,Western Wear,Western Wear Item 104,2,969.95,2026-05-14,May,Delivered
ORD00521,RS011,Ethnic Wear,Ethnic Wear Item 554,2,607.98,2026-05-24,May,Cancelled
ORD00522,RS009,Kids Wear,Kids Wear Item 861,1,442.31,2026-05-13,May,Delivered
ORD00523,RS016,Ethnic Wear,Ethnic Wear Item 641,1,795.91,2026-05-10,May,Returned
ORD00524,RS020,Western Wear,Western Wear Item 84,1,441.14,2026-05-21,May,Delivered
ORD00525,RS016,Beauty & Personal Care,Beauty & Personal Care Item 272,1,349.43,2026-05-16,May,Cancelled
ORD00526,RS003,Kids Wear,Kids Wear Item 457,1,500.89,2026-05-13,May,Delivered
ORD00527,RS002,Ethnic Wear,Ethnic Wear Item 155,1,910.56,2026-05-09,May,Delivered
ORD00528,RS023,Kids Wear,Kids Wear Item 775,1,304.71,2026-05-18,May,Delivered
ORD00529,RS019,Ethnic Wear,Ethnic Wear Item 549,1,466.08,2026-05-17,May,Delivered
ORD00530,RS022,Beauty & Personal Care,Beauty & Personal Care Item 405,3,457.64,2026-05-16,May,Delivered
ORD00531,RS023,Ethnic Wear,Ethnic Wear Item 636,1,1027.34,2026-05-19,May,Delivered
ORD00532,RS005,Ethnic Wear,Ethnic Wear Item 828,1,1231.91,2026-05-06,May,Pending
ORD00533,RS007,Ethnic Wear,Ethnic Wear Item 843,4,864.71,2026-05-14,May,Delivered
ORD00534,RS021,Ethnic Wear,Ethnic Wear Item 69,1,1053.55,2026-05-24,May,Cancelled
ORD00535,RS003,Western Wear,Western Wear Item 940,1,726.49,2026-05-09,May,Delivered
ORD00536,RS001,Home & Kitchen,Home & Kitchen Item 154,1,1320.5,2026-05-14,May,Delivered
ORD00537,RS005,Kids Wear,Kids Wear Item 577,4,627.74,2026-05-04,May,Cancelled
ORD00538,RS004,Home & Kitchen,Home & Kitchen Item 393,3,1760.46,2026-05-29,May,Delivered
ORD00539,RS021,Western Wear,Western Wear Item 634,1,927.51,2026-05-09,May,Delivered
ORD00540,RS020,Kids Wear,Kids Wear Item 244,1,510.12,2026-05-29,May,Delivered
ORD00541,RS002,Home & Kitchen,Home & Kitchen Item 813,3,1856.5,2026-05-01,May,Delivered
ORD00542,RS010,Ethnic Wear,Ethnic Wear Item 890,3,1326.13,2026-05-22,May,Delivered
ORD00543,RS008,Ethnic Wear,Ethnic Wear Item 747,1,1470.64,2026-05-27,May,Delivered
ORD00544,RS014,Kids Wear,Kids Wear Item 759,1,307.04,2026-05-30,May,Returned
ORD00545,RS016,Home & Kitchen,Home & Kitchen Item 68,3,1759.94,2026-05-17,May,Returned
ORD00546,RS010,Home & Kitchen,Home & Kitchen Item 30,2,925.09,2026-05-17,May,Cancelled
ORD00547,RS006,Ethnic Wear,Ethnic Wear Item 52,3,1315.22,2026-05-08,May,Delivered
ORD00548,RS012,Home & Kitchen,Home & Kitchen Item 946,3,692.16,2026-05-17,May,Delivered
ORD00549,RS004,Kids Wear,Kids Wear Item 892,1,406.26,2026-05-15,May,Delivered
